,library_function_call,last_method_call,line,file,config,Responsable_AI_principles,Repos
154,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,20,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
155,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,27,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
156,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,29,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
157,tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,32,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
158,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,37,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
159,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,44,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
160,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,46,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
161,tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,49,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
162,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,54,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
163,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,61,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
164,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,63,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
165,tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,66,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
166,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,71,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
167,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,78,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
168,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,80,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
169,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,82,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
170,tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,85,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
171,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,91,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
172,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,101,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
173,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,103,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
174,tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,105,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
175,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,110,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
176,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,128,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
177,tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,128,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
178,tensorflow_privacy.privacy.dp_query.nested_query.NestedQuery,nested_query.NestedQuery,137,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
179,tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,141,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
180,tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,156,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
181,tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,161,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
182,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,22,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\normalized_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
183,tensorflow_privacy.privacy.dp_query.normalized_query.NormalizedQuery,normalized_query.NormalizedQuery,24,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\normalized_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
184,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,27,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\normalized_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
185,tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacySumQuery,no_privacy_query.NoPrivacySumQuery,22,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\no_privacy_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
186,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,23,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\no_privacy_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
187,tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacyAverageQuery,no_privacy_query.NoPrivacyAverageQuery,33,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\no_privacy_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
188,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,34,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\no_privacy_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
189,tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacyAverageQuery,no_privacy_query.NoPrivacyAverageQuery,46,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\no_privacy_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
190,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,47,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\no_privacy_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
191,tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacySumQuery,no_privacy_query.NoPrivacySumQuery,58,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\no_privacy_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
192,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,60,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\no_privacy_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
193,tensorflow_privacy.privacy.dp_query.quantile_estimator_query.QuantileEstimatorQuery,quantile_estimator_query.QuantileEstimatorQuery,77,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query.py,privacy,Privacy,aws-ds-NLP-BERT
194,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,85,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query.py,privacy,Privacy,aws-ds-NLP-BERT
195,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,27,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
196,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,34,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
197,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,43,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
198,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,51,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
199,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,61,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
200,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,71,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
201,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,81,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
202,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,89,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
203,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,100,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
204,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,111,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
205,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,122,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
206,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,144,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
207,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,156,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
208,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,180,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
209,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,192,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
210,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,214,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
211,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,226,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
212,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,250,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
213,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,270,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
214,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,282,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
215,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,303,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
216,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,316,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
217,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,330,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
218,tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,339,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
219,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,345,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
220,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,357,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
221,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,91,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query.py,privacy,Privacy,aws-ds-NLP-BERT
222,tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacyAverageQuery,no_privacy_query.NoPrivacyAverageQuery,196,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query.py,privacy,Privacy,aws-ds-NLP-BERT
223,tensorflow_privacy.privacy.dp_query.quantile_estimator_query.QuantileEstimatorQuery,quantile_estimator_query.QuantileEstimatorQuery,27,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
224,tensorflow_privacy.privacy.dp_query.quantile_estimator_query.NoPrivacyQuantileEstimatorQuery,quantile_estimator_query.NoPrivacyQuantileEstimatorQuery,35,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
225,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,69,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
226,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,101,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
227,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,131,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
228,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,163,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
229,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,195,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
230,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,232,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
231,tensorflow_privacy.privacy.dp_query.quantile_estimator_query.NoPrivacyQuantileEstimatorQuery,quantile_estimator_query.NoPrivacyQuantileEstimatorQuery,240,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\dp_query\quantile_estimator_query_test.py,privacy,Privacy,aws-ds-NLP-BERT
232,tensorflow_privacy.privacy.estimators.binary_class_head.DPBinaryClassHead,binary_class_head.DPBinaryClassHead,20,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\estimators\binary_class_head_test.py,privacy,Privacy,aws-ds-NLP-BERT
233,tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,41,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\estimators\binary_class_head_test.py,privacy,Privacy,aws-ds-NLP-BERT
234,tensorflow_privacy.privacy.estimators.binary_class_head.DPBinaryClassHead,binary_class_head.DPBinaryClassHead,46,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\estimators\binary_class_head_test.py,privacy,Privacy,aws-ds-NLP-BERT
235,tensorflow_privacy.privacy.optimizers.dp_optimizer_keras.DPKerasSGDOptimizer,DPKerasSGDOptimizer,47,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\estimators\binary_class_head_test.py,privacy,Privacy,aws-ds-NLP-BERT
236,tensorflow_privacy.privacy.estimators.test_utils.make_model_fn,test_utils.make_model_fn,52,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\estimators\binary_class_head_test.py,privacy,Privacy,aws-ds-NLP-BERT
237,tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,56,aws-ds-NLP-BERT\07_train\wip\privacy\tensorflow_privacy\privacy\estimators\binary_class_head_test.py,privacy,Privacy,aws-ds-NLP-BERT
